Lead Number,Type of Ad Seen
605320,Not Applicable
605319,Not Applicable
605318,Not Applicable
605316,Not Applicable
605310,Not Applicable
605303,Not Applicable
605302,Not Applicable
605299,Not Applicable
605295,Not Applicable
605291,Not Applicable
605283,Not Applicable
605278,Not Applicable
605275,Not Applicable
605273,Not Applicable
605271,Not Applicable
605267,Not Applicable
605266,Not Applicable
605262,Not Applicable
605259,Not Applicable
605255,Not Applicable
605254,Not Applicable
605251,Not Applicable
605250,Not Applicable
605248,Not Applicable
605242,Not Applicable
605240,Not Applicable
605232,Not Applicable
605230,Not Applicable
605228,Not Applicable
605220,Not Applicable
605219,Not Applicable
605218,Not Applicable
605216,Not Applicable
605214,Not Applicable
605211,Not Applicable
605210,Not Applicable
605206,Not Applicable
605184,Not Applicable
605182,Not Applicable
605175,Not Applicable
605163,Not Applicable
605159,Not Applicable
605156,Not Applicable
605146,Not Applicable
605141,Not Applicable
605134,Not Applicable
605130,Not Applicable
605123,Not Applicable
605118,Not Applicable
605107,Not Applicable
605099,Not Applicable
605097,Not Applicable
605093,Not Applicable
605090,Not Applicable
605086,Not Applicable
605081,Not Applicable
605077,Not Applicable
605074,Not Applicable
605073,Not Applicable
605065,Not Applicable
605056,Not Applicable
605055,Not Applicable
605048,Not Applicable
605030,Not Applicable
605027,Not Applicable
605015,Not Applicable
605006,Not Applicable
605001,Not Applicable
604992,Not Applicable
604986,Not Applicable
604984,Not Applicable
604980,Not Applicable
604969,Not Applicable
604965,Not Applicable
604939,Not Applicable
604935,Not Applicable
604928,Not Applicable
604919,Not Applicable
604908,Not Applicable
604906,Not Applicable
604905,Not Applicable
604900,Not Applicable
604887,Not Applicable
604886,Not Applicable
604883,Not Applicable
604875,Not Applicable
604873,Not Applicable
604872,Not Applicable
604856,Not Applicable
604851,Not Applicable
604849,Not Applicable
604843,Not Applicable
604840,Not Applicable
604832,Not Applicable
604821,Not Applicable
604797,Not Applicable
604796,Not Applicable
604743,Not Applicable
604739,Not Applicable
604730,Not Applicable
604722,Not Applicable
604721,Not Applicable
604717,Not Applicable
604710,Not Applicable
604700,Not Applicable
604698,Not Applicable
604692,Not Applicable
604690,Not Applicable
604688,Not Applicable
604651,Not Applicable
604622,Not Applicable
604620,Not Applicable
604618,Not Applicable
604613,Not Applicable
604612,Not Applicable
604604,Not Applicable
604600,Not Applicable
604585,Not Applicable
604582,Not Applicable
604536,Not Applicable
604532,Not Applicable
604499,Not Applicable
604494,Not Applicable
604469,Not Applicable
604462,Not Applicable
604460,Not Applicable
604456,Not Applicable
604437,Not Applicable
604431,Not Applicable
604428,Not Applicable
604412,Not Applicable
604411,Not Applicable
604409,Not Applicable
604407,Not Applicable
604406,Not Applicable
604404,Not Applicable
604403,Not Applicable
604391,Not Applicable
604390,Not Applicable
604385,Not Applicable
604384,Not Applicable
604363,Not Applicable
604359,Not Applicable
604344,Not Applicable
604323,Not Applicable
604321,Not Applicable
604317,Not Applicable
604307,Not Applicable
604305,Not Applicable
604281,Not Applicable
604266,Not Applicable
604244,Not Applicable
604240,Not Applicable
604230,Not Applicable
604229,Not Applicable
604225,Not Applicable
604224,Not Applicable
604214,Not Applicable
604207,Not Applicable
604205,Not Applicable
604204,Not Applicable
604202,Not Applicable
604199,Not Applicable
604185,Not Applicable
604182,Not Applicable
604174,Not Applicable
604170,Not Applicable
604152,Not Applicable
604145,Not Applicable
604140,Not Applicable
604134,Not Applicable
604114,Not Applicable
604111,Not Applicable
604104,Not Applicable
604092,Not Applicable
604088,Not Applicable
604087,Not Applicable
604075,Not Applicable
604074,Not Applicable
604073,Not Applicable
604069,Not Applicable
604051,Not Applicable
604038,Not Applicable
604023,Not Applicable
604017,Not Applicable
604007,Not Applicable
603997,Not Applicable
603996,Not Applicable
603995,Not Applicable
603989,Not Applicable
603979,Not Applicable
603975,Not Applicable
603956,Not Applicable
603943,Not Applicable
603939,Not Applicable
603938,Not Applicable
603928,Not Applicable
603925,Not Applicable
603907,Not Applicable
603900,Not Applicable
603888,Not Applicable
603864,Not Applicable
603846,Not Applicable
603833,Not Applicable
603831,Not Applicable
603824,Not Applicable
603809,Not Applicable
603800,Not Applicable
603796,Not Applicable
603794,Not Applicable
603777,Not Applicable
603772,Not Applicable
603745,Not Applicable
603737,Not Applicable
603728,Not Applicable
603713,Not Applicable
603702,Not Applicable
603699,Not Applicable
603687,Not Applicable
603680,Not Applicable
603673,Not Applicable
603672,Not Applicable
603669,Not Applicable
603657,Not Applicable
603653,Not Applicable
603647,Not Applicable
603645,Not Applicable
603637,Not Applicable
603626,Not Applicable
603623,Not Applicable
603610,Not Applicable
603607,Not Applicable
603600,Not Applicable
603594,Not Applicable
603592,Not Applicable
603589,Not Applicable
603586,Not Applicable
603582,Not Applicable
603581,Not Applicable
603559,Not Applicable
603554,Not Applicable
603552,Not Applicable
603543,Not Applicable
603542,Not Applicable
603528,Not Applicable
603515,Not Applicable
603514,Not Applicable
603503,Not Applicable
603501,Not Applicable
603499,Not Applicable
603490,Not Applicable
603472,Not Applicable
603465,Not Applicable
603462,Not Applicable
603461,Not Applicable
603436,Not Applicable
603432,Not Applicable
603431,Not Applicable
603419,Not Applicable
603414,Not Applicable
603400,Not Applicable
603390,Not Applicable
603386,Not Applicable
603378,Not Applicable
603370,Not Applicable
603364,Not Applicable
603361,Not Applicable
603354,Not Applicable
603352,Not Applicable
603338,Not Applicable
603334,Not Applicable
603330,Not Applicable
603322,Not Applicable
603315,Not Applicable
603303,Not Applicable
603298,Not Applicable
603289,Not Applicable
603286,Not Applicable
603283,Not Applicable
603274,Not Applicable
603270,Not Applicable
603267,Not Applicable
603266,Not Applicable
603248,Not Applicable
603229,Not Applicable
603219,Not Applicable
603216,Not Applicable
603210,Not Applicable
603189,Not Applicable
603182,Not Applicable
603178,Not Applicable
603167,Not Applicable
603166,Not Applicable
603162,Not Applicable
603161,Not Applicable
603156,Not Applicable
603154,Not Applicable
603146,Not Applicable
603139,Not Applicable
603138,Not Applicable
603114,Not Applicable
603107,Not Applicable
603088,Not Applicable
603083,Not Applicable
603080,Not Applicable
603074,Not Applicable
603052,Not Applicable
603042,Not Applicable
603015,Not Applicable
603010,Not Applicable
603003,Not Applicable
603000,Not Applicable
602958,Not Applicable
602953,Not Applicable
602949,Not Applicable
602947,Not Applicable
602920,Not Applicable
602919,Not Applicable
602915,Not Applicable
602907,Not Applicable
602873,Not Applicable
602867,Not Applicable
602859,Not Applicable
602848,Not Applicable
602831,Not Applicable
602826,Not Applicable
602813,Not Applicable
602809,Not Applicable
602804,Not Applicable
602801,Not Applicable
602788,Not Applicable
602783,Not Applicable
602772,Not Applicable
602769,Not Applicable
602759,Not Applicable
602757,Not Applicable
602755,Not Applicable
602753,Not Applicable
602750,Not Applicable
602744,Not Applicable
602740,Not Applicable
602733,Not Applicable
602723,Not Applicable
602720,Not Applicable
602710,Not Applicable
602690,Not Applicable
602689,Not Applicable
602685,Not Applicable
602684,Not Applicable
602681,Not Applicable
602680,Not Applicable
602678,Not Applicable
602677,Not Applicable
602676,Not Applicable
602666,Not Applicable
602662,Not Applicable
602658,Not Applicable
602642,Not Applicable
602640,Not Applicable
602634,Not Applicable
602627,Not Applicable
602617,Not Applicable
602590,Not Applicable
602582,Not Applicable
602566,Not Applicable
602565,Not Applicable
602561,Not Applicable
602557,Not Applicable
602540,Not Applicable
602534,Not Applicable
602530,Not Applicable
602520,Not Applicable
602504,Not Applicable
602484,Not Applicable
602472,Not Applicable
602470,Not Applicable
602465,Not Applicable
602459,Not Applicable
602453,Not Applicable
602451,Not Applicable
602442,Not Applicable
602438,Not Applicable
602435,Not Applicable
602420,Not Applicable
602419,Not Applicable
602415,Not Applicable
602412,Not Applicable
602411,Not Applicable
602406,Not Applicable
602404,Not Applicable
602403,Not Applicable
602402,Not Applicable
602392,Not Applicable
602388,Not Applicable
602380,Not Applicable
602377,Not Applicable
602359,Not Applicable
602358,Not Applicable
602352,Not Applicable
602333,Not Applicable
602318,Not Applicable
602317,Not Applicable
602308,Not Applicable
602307,Not Applicable
602305,Not Applicable
602304,Not Applicable
602292,Not Applicable
602265,Not Applicable
602262,Not Applicable
602259,Not Applicable
602254,Not Applicable
602244,Not Applicable
602233,Not Applicable
602217,Not Applicable
602214,Not Applicable
602210,Not Applicable
602204,Not Applicable
602203,Not Applicable
602193,Not Applicable
602170,Not Applicable
602143,Not Applicable
602118,Not Applicable
602113,Not Applicable
602110,Not Applicable
602101,Not Applicable
602094,Not Applicable
602091,Not Applicable
602090,Not Applicable
602075,Not Applicable
602044,Not Applicable
602037,Not Applicable
602029,Digital Advertisement
602021,Not Applicable
601994,Not Applicable
601982,Not Applicable
601981,Not Applicable
601976,Not Applicable
601975,Not Applicable
601969,Not Applicable
601960,Not Applicable
601959,Not Applicable
601958,Not Applicable
601957,Not Applicable
601944,Not Applicable
601933,Not Applicable
601931,Not Applicable
601921,Not Applicable
601915,Not Applicable
601912,Not Applicable
601887,Not Applicable
601884,Not Applicable
601883,Not Applicable
601880,Not Applicable
601868,Not Applicable
601866,Not Applicable
601864,Not Applicable
601856,Not Applicable
601850,Not Applicable
601849,Not Applicable
601846,Not Applicable
601844,Not Applicable
601837,Not Applicable
601835,Not Applicable
601825,Not Applicable
601816,Not Applicable
601815,Not Applicable
601813,Not Applicable
601807,Not Applicable
601804,Not Applicable
601803,Not Applicable
601801,Not Applicable
601799,Not Applicable
601790,Not Applicable
601783,Not Applicable
601780,Not Applicable
601768,Not Applicable
601761,Not Applicable
601746,Not Applicable
601745,Not Applicable
601729,Not Applicable
601728,Not Applicable
601727,Not Applicable
601726,Not Applicable
601722,Not Applicable
601714,Not Applicable
601710,Not Applicable
601708,Not Applicable
601707,Not Applicable
601705,Not Applicable
601680,Not Applicable
601670,Not Applicable
601657,Not Applicable
601654,Not Applicable
601653,Not Applicable
601642,Not Applicable
601640,Not Applicable
601636,Not Applicable
601634,Not Applicable
601630,Not Applicable
601619,Not Applicable
601618,Not Applicable
601617,Not Applicable
601602,Not Applicable
601595,Not Applicable
601582,Not Applicable
601573,Not Applicable
601564,Not Applicable
601563,Not Applicable
601562,Not Applicable
601553,Not Applicable
601552,Not Applicable
601543,Not Applicable
601526,Not Applicable
601524,Not Applicable
601521,Not Applicable
601514,Not Applicable
601512,Not Applicable
601495,Not Applicable
601485,Not Applicable
601484,Not Applicable
601478,Not Applicable
601464,Not Applicable
601458,Not Applicable
601448,Not Applicable
601447,Not Applicable
601434,Not Applicable
601427,Not Applicable
601408,Not Applicable
601403,Not Applicable
601399,Not Applicable
601396,Not Applicable
601394,Not Applicable
601382,Not Applicable
601380,Not Applicable
601379,Not Applicable
601378,Not Applicable
601377,Not Applicable
601368,Not Applicable
601365,Not Applicable
601352,Not Applicable
601350,Not Applicable
601344,Not Applicable
601334,Not Applicable
601325,Not Applicable
601324,Not Applicable
601302,Not Applicable
601282,Not Applicable
601279,Not Applicable
601257,Not Applicable
601249,Not Applicable
601247,Not Applicable
601242,Not Applicable
601228,Not Applicable
601227,Not Applicable
601226,Not Applicable
601223,Not Applicable
601209,Not Applicable
601193,Not Applicable
